verified_reviews,feedback
"[""work"",""well"",""need"",""learn"",""command"",""uniqu"",""owner"",""user"",""like"",""alexa"",""learn"",""tasha"",""birthday"",""alexa"",""learn"",""definit"",""fine"",""etc"",""great""]",1
"[""speaker"",""sound"",""pretti"",""good"",""small"",""setup"",""pretti"",""easi"",""bought"",""two"",""reason"",""rate"",""3"",""follow"",""instruct"",""synch"",""music"",""unit"",""know"",""done"",""correct"",""t"",""sync"",""primari"",""motiv"",""purchas"",""multipl"",""unit""]",1
"[""devic"",""awesom""]",1
"[""bought"",""compar"",""speaker"",""qualiti"",""first"",""generat"",""speaker"",""like"",""sound"",""better"",""will"",""ship"",""daughter"",""though"",""like"",""fact"",""first"",""generat"",""chargeabl"",""base"",""bought"",""keep"",""mobil"",""need"",""better"",""sound"",""now""]",1
"[""love"",""echo"",""still"",""learn"",""thing"",""will"",""t"",""abl"",""follow"",""instruct"",""includ"",""packag"",""found"",""great"",""one"",""u"",""tube""]",1
"[""speaker"",""better"",""1st"",""generat"",""echo""]",1
"[""thing"",""way"",""cool"",""get"",""one"",""want"",""cool""]",1
"[""first"",""digit"",""assist"",""give"",""good"",""review"",""speaker"",""realli"",""good"",""cheap"",""price"",""prime"",""day"",""fun"",""play"",""use"",""alarm"",""clock"",""go"",""get"",""first"",""place"",""end"",""echo"",""t"",""go"",""one"",""definit"",""tri"",""like"",""best"",""number"",""devic"",""connect"",""purchas"",""came"",""smart"",""plug"",""10"",""connect"",""lamp"",""alexa"",""turn"",""light""]",1
"[""husband"",""like"",""abl"",""use"",""listen"",""music"",""wish"",""knew"",""capabl""]",1
"[""android"",""allow"",""alexa"",""connect"",""fortun"",""sister"",""appl"",""cell"",""hour"",""tech"",""support"",""fix"",""glitch"",""run""]",1
"[""far"",""good""]",1
"[""tri"",""play"",""certain"",""broadway"",""show"",""like"",""camelot"",""give"",""ne"",""group"",""camelot""]",1
"[""great""]",1
"[""veri"",""satisfi"",""echo"",""alexa"",""now"",""control"",""light"",""famili"",""room"",""wife"",""listen"",""jimmi"",""buffet"",""just"",""ask"",""alexa""]",1
"[""like"",""siri"",""fact"",""siri"",""answer"",""accur"",""alexa"",""t"",""see"",""real"",""need"",""household"",""though"",""good"",""bargain"",""prime"",""day"",""deal""]",0
"[""love"",""echo"",""still"",""learn"",""everi"",""thing"",""work"",""ton"",""fun""]",1
"[""love"",""much""]",1
"[""differ"",""appl"",""play"",""specif"",""list"",""music"",""must"",""amazon"",""spotifi"",""plus"",""prime"",""etc"",""account"",""must"",""pay"",""play"",""music"",""3"",""star"",""reason"",""everyth"",""els""]",1
"[""excelent"",""lo"",""unico"",""es"",""que"",""esta"",""en"",""espanol""]",1
"[""still"",""learn"",""use"",""far"",""echo"",""great"",""sound"",""actual"",""much"",""better"",""expect""]",1
"[""work"",""expect"",""also"",""good"",""sound"",""qualiti"",""consid"",""price"",""70"",""00"",""sale"",""featur""]",1
"[""sound"",""echo"",""2nd"",""generat"",""phenomen"",""mention"",""just"",""love"",""alexa"",""veri"",""help""]",1
"[""like"",""googl"",""better""]",1
"[""just"",""now"",""let"",""play"",""learn"",""get""]",1
"[""work"",""advertis"",""veri"",""easi"",""setup"",""still"",""learn""]",1
"[""great"",""sound"",""easi"",""set""]",1
"[""love"",""alexa"",""bought"",""other"",""friend""]",1
"[""love"",""echo"",""purchas"",""compani"",""husband"",""83"",""alexa"",""great"",""say"",""name"",""tell"",""joke"",""play"",""favorit"",""song""]",1
[],1
"[""love"",""abl"",""listen"",""music"",""easili"",""still"",""learn"",""featur"",""avail""]",1
"[""t"",""realli"",""know"",""use"",""devic"",""use"",""thing"",""need"",""overview""]",1
"[""love"",""just"",""wish"",""built"",""hub""]",1
"[""use"",""primarili"",""play"",""music"",""work"",""wonder"",""still"",""get"",""use"",""mani"",""thing"",""will"",""amazon"",""sent"",""sever"",""tip"",""sinc"",""got"",""thank"",""help""]",1
"[""easi"",""set""]",1
"[""fast"",""respons"",""amaz"",""clear"",""concis"",""answer"",""sound"",""qualiti"",""fantast"",""still"",""get"",""use"",""alexia"",""usd"",""echo"",""full"",""extent""]",1
"[""re"",""need"",""na"",""na"",""nana""]",1
"[""everyth"",""expect""]",1
"[""love"",""echo"",""work"",""just"",""like"",""said"",""t"",""34"",""smart"",""34"",""home"",""speak"",""function"",""everyth"",""els"",""good""]",1
"[""great"",""sound"",""small"",""packag"",""easi"",""set"",""use"",""fun""]",1
"[""work"",""sound"",""great""]",1
"[""sound"",""amaz"",""mani"",""collect"",""music""]",1
"[""set""]",1
"[""t"",""alway"",""listen""]",1
"[""awesom""]",1
"[""bought"",""control"",""fio"",""televis"",""work"",""well"",""hope"",""time"",""will"",""control"",""fio"",""discov"",""thing"",""alexa"",""play"",""music"",""ask"",""great"",""sound"",""alexa"",""play"",""game"",""play"",""radio"",""station"",""play"",""old"",""time"",""radio"",""program"",""like"",""long"",""ranger"",""alexa"",""mani"",""app"",""add"",""abil"",""day"",""play"",""madlib"",""great"",""fun"",""also"",""alexa"",""control"",""household"",""applianc"",""just"",""purchas"",""alexa"",""compat"",""power"",""strip"",""control"",""light"",""fan"",""tv"",""compon"",""look"",""forward"",""implement"",""control"",""also"",""add"",""alexa"",""compon"",""chosen"",""music"",""play"",""room"",""compon"",""locat""]",1
"[""speaker"",""excel"",""sound"",""work"",""perfect""]",1
"[""like""]",1
"[""love"",""everyth""]",1
"[""littl"",""nervous"",""receiv"",""new"",""echo"",""realli"",""tech"",""savvi"",""found"",""bit"",""intimid"",""first"",""t"",""take"",""long"",""figur"",""veri"",""happi"",""purchas"",""now"",""think"",""ad"",""echo"",""spot""]",1
"[""like"",""still"",""learn"",""use""]",1
"[""great"",""technolog"",""t"",""believ"",""speaker"",""volum"",""qualiti"",""wonder"",""wish"",""bought"",""anoth"",""one""]",1
"[""purchas"",""echo"",""dot"",""husband"",""father"",""day"",""use"",""constant"",""hear"",""qualiti"",""sound"",""echo"",""2nd"",""generat"",""brainer"",""best"",""gift"",""ever""]",1
"[""work"",""fine""]",1
[],1
"[""clear"",""music""]",1
"[""fun"",""use"",""good"",""sound"",""qualiti""]",1
"[""echo"",""work"",""well"",""abl"",""sync"",""amazon"",""music"",""devic""]",1
"[""work"",""great"",""t"",""think"",""amazon"",""charg"",""anoth"",""cent"",""unlimit"",""music"",""1"",""prime"",""2"",""buy"",""echo""]",1
"[""alreadi"",""echo"",""dot"",""echo"",""even"",""better"",""fuller"",""sound"",""also"",""setup"",""now"",""let"",""phone"",""call"",""made"",""contact"",""list"",""great""]",1
"[""speaker"",""sound"",""realli"",""good""]",1
"[""good"",""sound"",""work"",""well""]",1
"[""love"",""alexa"",""veri"",""savvi"",""support"",""veri"",""help"",""patient""]",1
"[""love"",""think"",""get"",""one"",""prime"",""day"",""discount"",""offer"",""pass"",""fun"",""ask"",""alexa"",""play"",""song"",""group"",""come"",""playlist"",""amazon"",""prime"",""music"",""also"",""connect"",""iphon"",""bluetooth"",""play"",""music"",""pandora"",""youtub"",""video"",""use"",""alexa"",""speaker"",""fun"",""ask"",""alexa"",""differ"",""type"",""question"",""inform"",""like"",""weather"",""news"",""even"",""time"",""countri"",""downsid"",""limit"",""data"",""wifi"",""plan"",""alexa"",""use"",""burn"",""play"",""music""]",1
"[""like"",""far"",""lot"",""tri"",""yet""]",1
"[""love"",""use"",""strict"",""music"",""now"",""great""]",1
"[""love"",""echo"",""love"",""size"",""materi"",""speaker"",""qualiti"",""hook"",""one"",""light"",""easili"",""will"",""work"",""addit"",""light"",""thermostat"",""next"",""echo"",""dot"",""bedroom"",""lot"",""echo"",""think"",""traffic"",""weather"",""trivia"",""etc""]",1
"[""love""]",1
"[""entir"",""famili"",""love"",""alexa"",""echo"",""now"",""part"",""famili""]",1
"[""great"",""fun"",""get"",""know"",""function"",""product"",""wow"",""famili"",""fun"",""homework"",""help"",""talk"",""grandchildren"",""also"",""echo"",""huge"",""bonus"",""t"",""wait"",""learn""]",1
"[""love""]",1
"[""awesom"",""thing"",""love"",""alexa""]",1
"[""work"",""exact"",""expect"",""speaker"",""great"",""sound"",""perfect"",""classroom""]",1
"[""love"",""love"",""new"",""littl"",""gadget"",""made"",""live"",""much"",""easier"",""like"",""person"",""secretari"",""live"",""home"",""hard"",""need"",""cd"",""anymor"",""sinc"",""alexa"",""play"",""everyth"",""need"",""go"",""get"",""alexa"",""dot"",""soon"",""room"",""thank""]",1
"[""speaker"",""surpris"",""qualiti"",""happi"",""purchas""]",1
"[""veri"",""easi"",""set"",""work"",""wonder"",""love""]",1
"[""realli"",""impress"",""sound"",""qualiti"",""play"",""music"",""devic"",""bass"",""sound"",""almost"",""like"",""come"",""bigger"",""speaker"",""prop"",""amazon""]",1
"[""still"",""great"",""product"",""sound"",""qualiti"",""seem"",""wors"",""t"",""get"",""wrong"",""definit"",""get"",""use"",""within"",""hour"",""definit"",""feel"",""like"",""echo"",""gen"",""1"",""sound"",""qualiti"",""better"",""besid"",""great"",""addit"",""abl"",""play"",""just"",""bluetooth"",""wifi"",""even"",""better""]",1
"[""outlet"",""work"",""disappoint""]",1
"[""great"",""devic"",""respons"",""help""]",1
"[""sound"",""terribl"",""u"",""want"",""good"",""music"",""get"",""bose""]",0
"[""like"",""sound"",""troubl"",""paid"",""extra"",""money"",""access"",""million"",""song"",""sometim"",""t"",""work"",""ex"",""alexa"",""play"",""italian"",""song"",""34"",""t"",""34"",""t"",""understand"",""play"",""opera"",""tosca"",""respons"",""34"",""sorri"",""34"",""t""]",1
"[""easi"",""set"",""use"",""bad"",""plug"",""nice"",""take"",""outsid"",""oper"",""batteri"",""recharg""]",1
"[""still"",""learn"",""way"",""use"",""real"",""hit"",""grandkid"",""ask"",""play"",""music"",""danc"",""5"",""7"",""yrs"",""veri"",""cute""]",1
"[""4"",""5"",""5"",""star"",""general"",""like"",""product"",""great"",""ask"",""like"",""play"",""music"",""set"",""timer"",""make"",""call"",""reason"",""t"",""rate"",""5"",""5"",""sometim"",""connect"",""die"",""echo"",""stop"",""play"",""music"",""show"",""red"",""ring"",""seem"",""connect"",""issu"",""overal"",""great"",""product""]",1
"[""work"",""great"",""upgrad"",""echo"",""dot"",""full"",""size"",""echo"",""t"",""happier""]",1
"[""alexa"",""els"",""say""]",1
"[""upgrad"",""lilttl"",""echo"",""dot"",""happi"",""sound""]",1
"[""excel"",""product"",""set"",""eas"",""well""]",1
"[""first"",""gen"",""echo"",""sinc"",""first"",""came"",""work"",""well"",""purchas"",""2nd"",""gen"",""prime"",""day"",""far"",""happi"",""seem"",""improv"",""speaker"",""provid"",""enhanc"",""sound"",""music""]",1
"[""love"",""echo"",""smart"",""speaker"",""love"",""volum"",""clariti"",""easi"",""set"",""wonder"",""gift"",""age""]",1
"[""wonder"",""product"",""fast"",""deliveri""]",1
"[""initi"",""harder"",""set"",""call"",""tech"",""t"",""knowledg"",""now"",""work"",""great""]",1
"[""veri"",""easi"",""set"",""famili"",""love""]",1
"[""great"",""sound"",""veri"",""respons"",""voic"",""command""]",1
"[""live"",""long"",""without"",""echo"",""get"",""enjoy"",""music"",""style"",""just"",""ask"",""alexa"",""go"",""gread"",""wireless"",""love"",""echo"",""love"",""alexa""]",1
"[""veri"",""cool"",""product"",""speaker"",""sound"",""good"",""spotifi"",""blast""]",1
"[""much"",""fun"",""alexa"",""love"",""abl"",""listen"",""music"",""across"",""room"",""busi"",""someth"",""els""]",1
"[""far"",""seem"",""veri"",""nice"",""item"",""pick"",""voic"",""understand"",""without"",""problem"",""day"",""ask"",""turn"",""music"",""next"",""room"",""heard"",""just"",""fine"",""use"",""listen"",""music"",""check"",""weather"",""done"",""thing"",""veri"",""well""]",1
"[""love"",""echo""]",1
"[""love"",""veri"",""help"",""use"",""rememb"",""thing"",""sleep"",""ask"",""just"",""anyth"",""week"",""still"",""learn""]",1
"[""better"",""1st"",""gen"",""everi"",""way"",""except"",""one"",""realli"",""miss"",""ring"",""top"",""volum"",""control"",""quicker"",""easier"",""just"",""grab"",""top"",""twist"",""without"",""look"",""button"",""find"",""34"",""34"",""one"",""press"",""time"",""also"",""wish"",""bass"",""bit"",""better"",""great"",""devic"",""happi""]",1
"[""love"",""alexa""]",1
"[""far"",""like""]",1
"[""thorough"",""enjoy"",""ecoo"",""love"",""read"",""audiobook"",""offic"",""simpli"",""open"",""audiobook"",""kindl"",""continu"",""elsewher"",""wonder"",""listen"",""music"",""mood"",""book"",""great"",""set"",""remind"",""much""]",1
"[""still"",""love""]",1
"[""love""]",1
"[""love"",""sound"",""qualiti"",""unit"",""veri"",""clear"",""sound""]",1
"[""just"",""listen"",""talk"",""radio"",""morn"",""turn"",""light"",""etc"",""system"",""excel"",""job"",""full"",""hous"",""sound"",""system"",""stream"",""sirius""]",1
"[""week"",""still"",""learn"",""alexa"",""learn"",""process"",""love"",""music"",""call"",""time"",""listen"",""podcast"",""radio"",""station"",""just"",""start"",""keep"",""shop"",""list"",""groceri"",""list"",""love"",""t"",""search"",""paper"",""pencil"",""get"",""time"",""temperatur"",""great"",""wait"",""weather"",""report"",""sound"",""good"",""fussi"",""woofer"",""tweeter"",""base"",""etc"",""echo"",""fine"",""afternoon"",""go"",""tri"",""drop"",""son"",""get"",""home"",""go"",""surpris""]",1
"[""much"",""featur""]",0
"[""great"",""sound"",""qualiti"",""great"",""featur"",""great"",""product"",""multi"",""room"",""music"",""veri"",""cool""]",1
"[""cool""]",1
"[""everyon"",""echo"",""two"",""three"",""bought"",""echo"",""qvc""]",1
"[""annoy"",""everyth"",""show"",""alexa"",""abl"",""download"",""spend"",""much"",""time"",""tri"",""figur"",""phrase"",""machin"",""may"",""well"",""just"",""look""]",1
"[""alexa"",""sinc"",""begin"",""accident"",""spill"",""water"",""replac"",""2nd"",""generat"",""decid"",""t"",""without"",""echo"",""setup"",""easi"",""work"",""within"",""minut""]",1
"[""like"",""abl"",""tell"",""alexia"",""music"",""want"",""hear"",""sometim"",""troubl"",""find"",""song"",""veri"",""specif"",""titl""]",1
"[""like"",""look"",""better"",""origin"",""echo"",""move"",""old"",""echo"",""basement"",""famili"",""room"",""nice"",""sound""]",1
"[""echo"",""wonder"",""still"",""learn"",""use"",""music"",""request"",""somewhat"",""limit""]",1
"[""t"",""know"",""half"",""thing"",""ask"",""t"",""recogn"",""sprinkler"",""wifi"",""control"",""even"",""though"",""product"",""detail"",""say"",""compat"",""t"",""program"",""chang"",""wifi"",""thermostat"",""set"",""match"",""wifi"",""router"",""just"",""handi"",""music"",""player"",""amazon"",""music""]",1
"[""love""]",1
"[""awesom"",""understand"",""kid""]",1
"[""pleasant"",""surpris"",""sound"",""qualiti"",""mani"",""featur"",""nice"",""easili"",""hear"",""particular"",""artist"",""hear"",""book"",""just"",""simpl"",""command"",""look"",""forward"",""explor"",""option"",""devic""]",1
"[""met"",""exceed"",""expect"",""easi"",""set"",""realli"",""quick"",""respons""]",1
"[""like"",""fact"",""get"",""kind"",""music"",""prime"",""want"",""request"",""alexa"",""like"",""inform"",""photo"",""littl"",""pamphlet"",""wish"",""includ"",""connect"",""tv"",""etc"",""command"",""alexa"",""realli"",""love"",""music""]",1
"[""found"",""way"",""access"",""echo"",""thorough"",""prime"",""account"",""think"",""part"",""top"",""line"",""video"",""music"",""etc"",""also"",""think"",""setup"",""app"",""defin"",""exampl"",""music"",""like"",""well"",""integr"",""echo"",""tri"",""ask"",""playlist"",""echo"",""sure"",""even"",""though"",""set"",""play"",""list"",""set"",""also"",""like"",""fact"",""word"",""exact"",""match"",""playlist"",""name"",""never"",""rememb"",""like"",""readi"",""natur"",""echo"",""respond"",""queri""]",1
"[""great"",""item"",""just"",""ad"",""audibl"",""book"",""make"",""even"",""better"",""thank""]",1
"[""prime"",""day"",""2nd"",""gen"",""echo"",""sale"",""t"",""resist"",""begin"",""smart"",""home"",""set"",""t"",""happier"",""say"",""alexa"",""done"",""amaz"",""job"",""connect"",""smart"",""devic"",""thank"",""control"",""light"",""smart"",""plug"",""tv"",""etc"",""troubl"",""connect"",""echo"",""wifi"",""phone"",""app"",""work"",""perfect"",""fine"",""add"",""skill"",""routin"",""smart"",""devic"",""timer"",""much"",""sound"",""qualiti"",""good"",""enough"",""sinc"",""audiophil"",""alexa"",""hear"",""voic"",""even"",""watch"",""movi"",""high"",""volum"",""design"",""great"",""modern"",""will"",""definit"",""add"",""nice"",""touch"",""home"",""chang"",""cover"",""like"",""sale"",""overal"",""great"",""addit"",""home"",""enabl"",""mani"",""possibl"",""t"",""yet"",""sure"",""add"",""alexa"",""home""]",1
"[""versatil"",""fun""]",1
"[""work"",""great"",""killer"",""speaker"",""wife"",""son"",""love""]",1
"[""regret"",""wait"",""long"",""purchas"",""item"",""surpris"",""pleas"",""sound"",""qualiti""]",1
"[""stop"",""work"",""2"",""week"",""t"",""follow"",""command"",""realli"",""fun"",""work""]",0
"[""far"",""love"",""work"",""get"",""thing"",""set"",""love"",""groceri"",""list"",""app""]",1
"[""perform"",""pretti"",""much"",""expect"",""veri"",""disappoint"",""will"",""provid"",""terminolog"",""need"",""play"",""various"",""kind"",""music"",""without"",""subscrib"",""amazon"",""music"",""servic"",""understand"",""music"",""choic"",""may"",""limit"",""without"",""know"",""ask"",""access"",""music"",""provid"",""free"",""along"",""echo"",""purchas"",""chart"",""show"",""languag"",""need"",""use""]",1
"[""easi"",""set""]",1
"[""like"",""product"",""except"",""speaker"",""high"",""qualiti"",""expect""]",1
"[""great"",""invest"",""alexa"",""help"",""made"",""laugh""]",1
"[""yet"",""anoth"",""exho"",""home"",""love""]",1
"[""love"",""plan"",""gender"",""music"",""big"",""band"",""jazz"",""easi"",""find"",""local"",""radio"",""sound"",""good"",""stop"",""voic"",""command"",""get"",""phone"",""call""]",1
"[""good"",""valu""]",1
"[""super"",""easi"",""set"",""love"",""new"",""echo""]",1
"[""what"",""like"",""speaker"",""just"",""ask"",""alexa""]",1
"[""best"",""father"",""day"",""gift"",""dad"",""joke"",""mom"",""alexa"",""will"",""one"",""listen"",""repeat"",""stori"",""go"",""forward""]",1
"[""great"",""addit"",""breakfast"",""room"",""kitchen"",""tune"",""inform"",""instant"",""avail"",""slowli"",""learn"",""featur""]",1
"[""sound"",""qualiti""]",1
"[""sad"",""joke"",""worthless""]",0
"[""entertain""]",1
"[""veri"",""good"",""qualiti""]",1
"[""work"",""great"",""sound"",""great"",""miss"",""beat"",""wish"",""batteri"",""better"",""portabl""]",1
"[""love"",""till"",""someon"",""stole"",""t"",""afford"",""replac"",""yet"",""go""]",1
"[""alexa"",""rock""]",1
"[""got"",""gift"",""love"",""never"",""bought"",""one"",""now"",""allow"",""play"",""music"",""amozon"",""prime"",""music"",""worth"",""also"",""give"",""new"",""brief"",""tell"",""joke""]",1
[],1
"[""mom"",""bought"",""echo"",""dot"",""repeat"",""ask"",""take"",""one"",""great"",""told"",""two"",""day"",""made"",""take"",""6"",""hour"",""later"",""live"",""life"",""without"",""amaz"",""now"",""four"",""larg"",""speaker"",""small"",""echo"",""dot"",""will"",""return"",""say"",""re"",""go"",""order"",""alexa"",""speaker"",""go"",""big"",""get"",""echo"",""otherwis"",""tou"",""ll"",""return"",""two"",""echo"",""dot"",""t"",""live"",""without""]",1
"[""love"",""great"",""product""]",1
"[""easi"",""set"",""veri"",""user"",""friend""]",1
"[""realli"",""disappoint"",""alexa"",""plug"",""wall"",""socket"",""time"",""fault"",""check"",""made"",""assumpt"",""compani"",""technolog"",""advanc"",""amazon"",""sell"",""product"",""recharg"",""batteri"",""return"",""appl"",""music"",""boom"",""speaker"",""give"",""flexibl"",""alexa""]",0
"[""t"",""think"",""34"",""2nd"",""gen"",""34"",""sound"",""good"",""1st"",""aux"",""add"",""extern"",""speaker"",""go"",""t"",""just"",""get"",""dot"",""2nd"",""issu"",""t"",""uniqu"",""unit"",""t"",""understand"",""t"",""overrid"",""default"",""prevent"",""play"",""blue"",""tooth"",""speaker"",""play"",""34"",""group"",""34"",""get"",""delay"",""use"",""bt"",""speaker"",""unit"",""heard"",""abl"",""play"",""group"",""use"",""bt"",""speaker""]",1
"[""everyth""]",1
"[""like"",""interact"",""ask"",""question"",""t"",""like"",""t"",""ask"",""setup"",""schedul"",""connect"",""lamp""]",1
"[""supberb"",""sound"",""definit"",""worth"",""extra"",""money"",""listen"",""lot"",""music""]",1
"[""realli"",""love"",""amazon"",""echo"",""think"",""sound"",""qualiti"",""great"",""lot"",""fun"",""realli"",""handi"",""music"",""get"",""updat"",""weather"",""sport""]",1
"[""love"",""grandkid""]",1
"[""far"",""work"",""well"",""alway"",""intuit"",""link"",""differ"",""devic"",""skill"",""get"",""hang""]",1
"[""work"",""advertis""]",1
"[""love""]",1
"[""love"",""new"",""addit"",""hous"",""speaker"",""qualiti"",""great"",""love"",""alexa"",""two"",""complaint"",""suggest"",""futur"",""seri"",""better"",""communic"",""abil"",""exampl"",""smart"",""light"",""hous"",""unless"",""specifi"",""kitchen"",""light"",""1"",""kitchen"",""light"",""2"",""prior"",""command"",""either"",""t"",""respond"",""say"",""t"",""recogn"",""may"",""want"",""alexa"",""respond"",""say"",""thank"",""afterward"",""repeat"",""alexa"",""thank"",""time"",""t"",""respond"",""will"",""husband"",""know"",""sound"",""odd"",""laugh"",""mayb"",""southern"",""thing"",""want"",""alexa"",""manner""]",1
"[""like"",""everyth"",""music"",""trivia"",""game"",""weather""]",1
"[""describ"",""receiv"",""time"",""like"",""automat"",""enrol"",""music""]",1
"[""great"",""devic""]",1
"[""own"",""echo"",""overa"",""year"",""new"",""lack"",""easi"",""way"",""increas"",""decreas"",""volum"",""without"",""tell"",""increas"",""decreas"",""volum"",""hard"",""wife"",""sinc"",""english"",""second"",""languag"",""born"",""korea"",""sound"",""echo"",""superb"",""ll"",""keep""]",1
"[""love"",""kitchen"",""work"",""well""]",1
"[""veri"",""nice"",""impress"",""wish"",""say"",""though""]",1
"[""love"",""product"",""nice"",""easi"",""access"",""much"",""info""]",1
"[""got"",""great"",""sound"",""bass"",""t"",""work"",""time"",""still"",""hot"",""miss"",""recogn"",""thing""]",0
"[""still"",""discov"",""echo""]",1
"[""amaz"",""paroduct""]",1
"[""good"",""hear"",""rang"",""sound"",""qualiti"",""bit"",""complic"",""set"",""t"",""quit"",""understand"",""lot"",""even"",""speak"",""slowli"",""clear"",""love"",""flash"",""brief"",""featur"",""interfac"",""abod"",""home"",""secur"",""system""]",1
"[""speaker"",""sound"",""good""]",1
"[""absolut"",""love""]",1
"[""best"",""part"",""product"",""control"",""thermostat"",""light"",""hous"",""t"",""anyth"",""dislik""]",1
"[""re"",""thorough"",""enjoy"",""amazon"",""echo"",""instal"",""easi"",""use"",""alexa"",""app"",""purchas"",""2"",""kasa"",""smart"",""plug"",""control"",""live"",""room"",""light"",""instal"",""easi"",""use"",""kasa"",""app"",""sinqu"",""right"",""echo"",""re"",""enjoy"",""play"",""music"",""echo"",""sound"",""qualiti"",""awesom"",""ad"",""kasa"",""smart"",""bulb"",""kitchen"",""setup"",""seamless"",""re"",""look"",""forward"",""ad"",""autom"",""home""]",1
"[""home"",""entertain""]",1
"[""veri"",""cool"",""product"",""easi"",""setup"",""fun"",""use"",""sound"",""qualiti"",""much"",""better"",""anticip""]",1
"[""love"",""great"",""sound"",""easi"",""connect"",""use""]",1
"[""t"",""work"",""fair"",""new"",""smart"",""tv"",""main"",""tv"",""manufactur"",""lg"",""fault"",""due"",""support"",""anyth"",""older"",""tvs"",""year"",""smart"",""lock"",""also"",""need"",""addit"",""piec"",""equip"",""order"",""connect"",""well"",""speaker"",""sound"",""great"",""work"",""veri"",""well""]",1
"[""great"",""sound"",""littl"",""speaker""]",1
